1	1.34631e-081	2000	100000	2.769	2.769
2	4.41089e-081	2001	100050	2.659	2.659
3	8.65474e-081	1999	99950	2.733	2.748
4	3.66379e-082	1992	99600	2.671	2.686
5	1.06497e-080	2001	100050	2.626	2.626
6	3.70751e-082	2001	100050	2.595	2.595
7	3.61927e-081	1998	99900	2.639	2.639
8	3.11756e-081	2001	100050	2.704	2.704
9	1.87293e-081	1998	99900	2.72	2.72
10	1.22967e-080	1998	99900	2.61	2.626
11	1.04482e-081	2001	100050	2.752	2.752
12	6.88794e-081	2001	100050	2.64	2.64
13	1.40955e-082	2001	100050	2.764	2.764
14	5.11135e-081	2000	100000	2.718	2.718
15	4.43901e-080	2001	100050	2.657	2.657
16	3.04664e-081	1998	99900	2.796	2.796
17	5.97257e-081	2001	100050	2.874	2.874
18	5.00583e-081	2001	100050	3.112	3.112
19	1.64596e-081	2001	100050	3.156	3.156
20	1.41936e-080	2000	100000	3.473	3.473
1	1.1409e-080	2000	100000	2.087	2.088
2	4.12799e-082	1999	99950	2.056	2.057
3	8.21327e-082	2000	100000	2.152	2.154
4	2.79083e-082	1998	99900	2.05	2.053
5	2.80498e-080	2001	100050	2.083	2.083
6	2.93643e-081	1999	99950	2.049	2.052
7	2.50899e-082	1999	99950	2.032	2.034
8	2.41779e-081	2000	100000	2.061	2.062
9	9.8225e-082	1994	99700	2.126	2.133
10	3.05062e-081	2000	100000	2.057	2.058
11	8.3949e-082	2001	100050	2.147	2.147
12	4.48818e-083	2000	100000	2.025	2.026
13	1.7326e-081	2000	100000	2.009	2.01
14	3.16724e-080	2001	100050	2.055	2.055
15	1.54142e-082	2000	100000	2.025	2.026
16	3.13956e-079	2000	100000	2.031	2.032
17	7.39514e-082	2001	100050	2.026	2.026
18	3.36123e-081	1994	99700	2.047	2.054
19	1.79787e-081	1998	99900	2.015	2.018
20	8.96292e-082	2000	100000	2.051	2.052
1	1.5606e-081	1999	99950	2.066	2.068
1	1.11867e-081	2000	100000	2.068	2.069
1	1.07349e-081	2000	100000	2.044	2.045
1	2.53992e-081	2001	100050	2.056	2.056
2	4.602e-081	2001	100050	2.034	2.034
3	1.31535e-081	1995	99750	2.01	2.016
4	2.02597e-081	2001	100050	2.028	2.028
5	6.01133e-081	2001	100050	2.052	2.052
6	1.25134e-080	2001	100050	2.043	2.043
7	1.70023e-081	2001	100050	2.02	2.02
8	7.51059e-083	2000	100000	2.029	2.03
9	3.05796e-081	1997	99850	2.028	2.033
10	4.1051e-081	1999	99950	2.032	2.034
11	2.20235e-081	1998	99900	2.009	2.013
12	3.62166e-081	2001	100050	2.04	2.04
13	3.24504e-081	2001	100050	2.012	2.012
14	6.3282e-082	1994	99700	2.007	2.014
15	4.45926e-081	2001	100050	2.016	2.016
16	8.94081e-081	2001	100050	2.029	2.029
17	2.136e-081	2001	100050	2.038	2.038
18	1.22015e-081	2001	100050	2.031	2.031
19	2.19251e-080	2000	100000	2.046	2.047
20	9.46268e-081	2001	100050	2.041	2.041
1	1.19744e-082	1999	99950	2.065	2.067
2	2.13928e-080	2001	100050	2.021	2.021
3	3.27883e-081	1999	99950	2.031	2.033
4	3.36543e-081	2000	100000	2.028	2.029
5	4.43642e-081	1997	99850	2.016	2.02
6	8.46312e-082	2001	100050	2.01	2.01
7	3.18645e-082	2000	100000	2.019	2.02
8	8.11434e-082	2001	100050	2.031	2.031
9	9.42818e-082	2001	100050	2.02	2.02
10	5.4487e-082	2001	100050	2.071	2.071
11	6.4432e-082	1999	99950	2.052	2.054
12	4.4567e-081	2001	100050	2.006	2.006
13	6.86869e-083	1999	99950	2.045	2.047
14	2.10265e-081	2001	100050	2.057	2.057
15	5.21245e-082	2001	100050	2.047	2.047
16	1.14454e-081	2000	100000	2.051	2.052
17	1.60388e-081	2001	100050	2.09	2.09
18	8.08077e-082	1993	99650	2.073	2.081
19	6.53745e-081	2000	100000	2.033	2.034
20	1.40391e-081	1997	99850	2.041	2.045
1	4.48056e-082	2001	100050	2.051	2.051
2	1.04288e-080	2000	100000	2.026	2.027
3	1.15738e-081	2001	100050	2.03	2.03
4	6.33748e-081	2001	100050	2.031	2.031
5	8.66276e-082	2000	100000	2.031	2.032
6	3.38424e-081	2001	100050	2.029	2.029
7	1.00453e-081	2000	100000	2.052	2.053
8	3.48509e-081	2001	100050	2.047	2.047
9	1.18626e-081	1998	99900	2.035	2.038
10	6.90495e-081	2000	100000	2.021	2.022
11	1.15681e-081	2001	100050	2.09	2.09
12	8.58752e-081	2001	100050	2.122	2.122
13	2.43618e-082	2001	100050	2.187	2.187
14	1.41996e-081	2000	100000	2.104	2.105
15	6.12496e-082	1998	99900	2.073	2.076
16	9.53697e-081	2001	100050	2.066	2.066
17	2.34161e-081	1998	99900	2.107	2.11
18	1.20141e-080	2001	100050	2.033	2.033
19	2.41426e-081	2001	100050	2.025	2.025
20	4.06781e-081	2001	100050	2.032	2.032
