1	1.32781e-005	996	548040	18.184	18.262
2	1.12988e-005	867	477080	15.923	18.314
3	1.10385e-005	924	508310	17.03	18.378
4	8.21174e-006	989	544080	19.674	19.877
5	1.02226e-005	832	458130	17.095	20.184
6	1.38907e-005	946	520700	17.812	18.781
7	9.34757e-006	902	496580	17.227	19.031
8	8.3155e-006	961	528960	17.789	18.507
9	8.8294e-006	965	530870	17.827	18.452
10	8.81697e-006	916	503940	17.155	18.718
11	1.16643e-005	959	527630	19.75	20.489
12	6.83234e-006	979	538560	17.646	18.021
13	1.38648e-005	836	460160	15.81	18.966
14	1.11347e-005	952	523750	17.909	18.784
15	1.09816e-005	984	541310	19.158	19.539
16	1.25879e-005	870	478910	16.73	19.152
17	5.45347e-006	999	549600	18.503	18.519
18	1.33953e-005	835	459760	16.607	19.716
19	1.3716e-005	961	528970	17.629	18.363
20	1.01291e-005	955	525410	17.424	18.206
